,Url,Alt. namn,Adress,Namn
422,Visa/st-jacobi-vuxengymnasium/fbf1a7c0-8179-4678-8c19-54d395f9f0d5,,Kirunagatan 22-28,S:t Jacobi vuxengymnasium
423,Visa/nikolai-katekesskola/c76b1790-ad25-4b17-ab1a-54f08f79d472,Storkyrkoförsamlingens katekesskola,,Nikolai katekesskola
424,Visa/jensen-gymnasium-ostra/6d129528-833b-4486-a1b2-55524c9ca2b2,,Tegeluddsvägen 31,Jensen gymnasium Östra
425,Visa/hagerstenshamnens-skola/575597a6-9405-44c6-9fcc-55709ee717f1,,"1994-2015? Selmedalsringen 5
2016?-     Jakobsdalsvägen 17",Hägerstenshamnens skola
426,Visa/katolska-uppfostringsanstalten-for-flickor-skola/af54a185-4776-4fea-9a2e-5586faffcd86,,Drottninggatan 108,"Katolska uppfostringsanstalten för flickor, skola"
427,Visa/al-neelainskolan/1a8ea647-ba03-49d1-8290-55e80a22feba,,Rinkebytorget 2,Al Neelainskolan
428,Visa/enskede-smaskola/203c1e0f-2229-4924-8af2-5603a5c58b10,Enskede slöjdskola,,Enskede småskola
429,Visa/aspuddens-skola/e6fe3aa7-a655-49d1-9b3a-56052e799e5d,,Blommenbergsvägen 166 (se nedan),Aspuddens skola
430,Visa/sveaplans-vuxengymnasium/77d1e1a3-495d-4810-b830-56073c388833,,,Sveaplans vuxengymnasium
431,Visa/stockholms-skolmusum/02151400-51d1-4ea0-afff-56117f428f54,,,Stockholms skolmuséum
432,Visa/kristinebergsskolan-1/66bd7473-3b08-4869-a1e3-569028490bc6,Kristinebergs folkskola,Kristinebergsparken,Kristinebergsskolan 1
433,Visa/vastertorps--odro--1950-1975/4b084a18-e4c8-473c-a2d7-56cb592728ea,,,Västertorps  öd/ro  1950-1975
434,Visa/fru-edlunds-skola/c06ba7d2-3ab0-4c36-bb4c-56f62fa7bbc4,,David Bagaregatan 8,Fru Edlunds skola
435,Visa/forberedande-elementarskolan-1/2de89a9b-25fd-43b0-ba76-571bea41c2d5,,Drottninggatan 40,Förberedande elementarskolan 1
436,Visa/orbyskolan/cb0023f8-796c-4fb4-8c36-5742989bbade,Örby folkskola / Örby fortsättningsskola / Örby gamla skola / Örby nya skola,Gamla Huddingevägen 425,Örbyskolan
437,Visa/kunskapsskolans-resursskola-hagersten-/5534e652-04a8-4fa4-919a-579e1f43ef57,Resursskolan Hägersten,Riksdalervägen 5,Kunskapsskolans resursskola Hägersten
438,Visa/liljeholmens-skoldistrikt/cf441edb-f3a7-4a4a-a254-57e510fec3e5,Liljeholmsdistriktet / Liljeholmens öd  1914-1935,,Liljeholmens skoldistrikt
439,Visa/rgrh-stockholm-riksgymnasiet-for-rorelsehindrade-i-stockholm/d16940d6-0285-455b-b70a-5822c218e682,Riksgymnasium för rörelsehindrade,Polhemsgatan 35,RgRh Stockholm (Riksgymnasiet för rörelsehindrade i Stockholm)
440,Visa/grondals-ro--1990-1991/37c4d79d-3e48-49b5-bec1-58408728005d,,,Gröndals ro  1990-1991
441,Visa/grundskolan-metapontum-/01c1406b-d35f-41c1-b050-5857f4025c53,Metapontum,se Historik mm !,Grundskolan Metapontum
442,Visa/st-gorans-samrealskola/be4a521f-d30a-42cd-b65e-58c8d9250d60,Norra kommunala mellanskolan / Stockholms stads norra kommunala mellanskola / Stockholms stads högre folkskola för medborgerlig bildning / Kommunala mellanskolan i Stockholm / S:t Görans samrealskola och Farsta läroverk,Fridhemsgatan 17-19,S:t Görans samrealskola
443,Visa/hammarby-odro-1945-1968/efb42802-1628-460c-81d3-58ca766f7e56,,,Hammarby öd/ro 1945-1968
444,Visa/gubbangens-slojdskola/142f55eb-a67b-45b6-9995-58cc0e69db77,Gubbängens småskola,,Gubbängens slöjdskola
445,Visa/kvarnbyskolan/66d0a9e2-0020-4b09-932f-5924bc72f963,(Kvarnby grundsärskola) / (Kvarnbyskolans grundsärskola),Lillbybacken 4 (se även Historik mm),Kvarnbyskolan
446,Visa/kvickenstorps-ro--1972-1991/ba286b6e-b3dd-4720-82b6-59681a18fc6e,,,Kvickenstorps ro  1972-1991
447,Visa/krillan/5b722099-6715-4713-9577-59737c74e7d6,,,Krillan
448,Visa/vasa-international-school-of-stockholm/a81860df-935c-4f83-83e5-59dc7d299a92,Europaskolan i Vasastan,Luntmakargatan 101,Vasa International School of Stockholm
449,Visa/maria-folkskola/4940ed9c-9f14-49ce-a582-5a0eda866be5,,,Maria folkskola
450,Visa/montessori-mondial-malarhojden/a9fc9a0c-9411-41fb-925d-5aaea0b0573c,"Lögarebergets Montessoriskola, Pysslingen Skolor - Lögarebergets Montessoriskola",Traktörsgränd 10,Montessori Mondial Mälarhöjden
451,Visa/eklunds-skola/aa9d8d66-25d3-461e-85f2-5ad4e1c9036a,Fröken Karin Eklunds skola,1925 anges Vikingagatan 7B,Eklunds skola
452,Visa/larlingsutbildning/a305dd0d-393d-4964-a482-5afada3b8d40,,,Lärlingsutbildning
453,Visa/jakob-och-johannes-forsamlings-skolrad/30f23217-ff73-4f2c-9af1-5b6cc98dfce9,,,Jakob och Johannes församlings skolråd
454,Visa/djurgardsskolan/90aa817c-6971-462e-9eff-5bacc19631f6,Kongliga Djurgårdens skola / Djurgårdens folkskola,Sollidsbacken 10,Djurgårdsskolan
455,Visa/folkskoleseminariet-i-stockholm/53bd6a54-f78d-4251-8f01-5bc9dd34005c,Folkskolelärarinneseminariet / Kungliga seminariet för bildande av folkskolelärarinnor / Kungliga seminariet för bildande av småskolelärarinnor,Maria Prästgårdsgata 9,Folkskoleseminariet i Stockholm
456,Visa/tyska-national-lyceum/25ea0cdc-1482-4323-9f50-5c1de02669f9,Tyska Lyceum / Tyska skolan / Deutsches National-Lyceum / Latinska skolan vid Tyska församlingen,"1576-xxxx Själagårdsgatan/Tyska skolgränd (Svartbrödra Gillets gamla sal)
1653-1776 Tyska skolgränd 4
1776-1863 Tyska skolgränd 8 (alt. anges Skärgårdsgatan 8)
1883-1888 Slottsbacken 6",Tyska National-Lyceum
457,Visa/smaskoleseminariet-i-stockholm/a659e38e-fe2c-4238-ba4a-5cb0f3f7b298,Småskoleseminariets övningsskola,"1945-1950 Ringvägen 23 (Maria folkskola)
1950-1958 Riddargatan 5 (fd Högre lärarinneseminariet)",Småskoleseminariet i Stockholm
458,Visa/annaskolan/33bb2141-5bef-4738-a5b0-5cb6c779349e,,Eriksbergsgatan 15,Annaskolan
459,Visa/lyceum-for-pojkar/ba9c50eb-5b9c-458a-b417-5ce9b5baa656,Stockholms lyceum,Se Historik mm.,Lyceum för pojkar
460,Visa/storkyrkans-och-klara-od--1933-1940/e7583648-6017-44f2-b84e-5d27f2884eb9,,,Storkyrkans och Klara öd  1933-1940
461,Visa/solhemsskolan-annex-solhemsangens-skola/c1af0e72-7c4c-4fdd-b7fc-5d47fd9da232,Solhemsängens skola,Salagatan 50,"Solhemsskolan, annex Solhemsängens skola"
462,Visa/abrahamsbergsskolan/53c6dbed-9327-4f6f-a50f-5d7b80aa14da,,Gustav III:s väg 2-10,Abrahamsbergsskolan
463,Visa/skarpnacks-gamla-skola-/9a45f101-0012-45c2-8b74-5dbf1d83caeb,Skarpnäcks folkskola,Kärrtorpsvägen 64,Skarpnäcks gamla skola
464,Visa/statens-normalskola-sns/219d35d0-ce69-4a8f-99bf-5deb1ade49e5,Högre allmänna läroverket Statens Normalskola,se Historik mm!,Statens normalskola (SNS)
465,Visa/betaniastiftelsens-sjukskoterskeskola/ab526836-f0f9-4976-bd20-5e0550653785,,Grevturegatan 59-61,Betaniastiftelsens sjuksköterskeskola
466,Visa/banrportsskolan/ca35a2b8-e262-4fef-b440-5e4473cc0e53,,Karlavägen 121,Banérportsskolan
467,Visa/hjulsta-grundskola/ac9af1f1-3725-4ede-9686-5e6ddea14e6b,Hjulsta skolor / Hjulstaskolan / (Hjulsta grundskolas grundsärskola),Hjulsta backar 6,Hjulsta grundskola
468,Visa/ornsbergs-folkskola/7812a836-7b18-44d2-89a4-5e9dc51afbb3,,,Örnsbergs folkskola
469,Visa/designgymnasiet-kungsholmen/00a4f4a2-5e6d-450f-8ee5-5ed42225548e,"Design & Construction College, Design & Construction College, Hermods, DCC gymnasium",Strandbergsgatan 16B,Designgymnasiet Kungsholmen
470,Visa/magelungens-gymnasium-sodermalm/dc67f035-3d40-49c5-9530-5ed71f8e68ba,MBC-skolan Söder / MBC gymnasiet / MBC skolan gymnasiet Södermalm / MBC skolan gymnasium Södermalm,"Bondegatan 39       2012-2017?
Södermannagatan 48  2017-",Magelungens gymnasium Södermalm
471,Visa/skanskvarnsskolan/73f761c7-e2de-4821-93ce-5ef9fe132406,,Gullmarsvägen 60,Skanskvarnsskolan
472,Visa/fru-bergmanssons-skola/72805996-77b4-4c35-a233-5f04a5bf2579,,"Norrmalmstorg 14  1863
Norrmalmstorg 10  1868",Fru Bergmanssons skola
473,Visa/gubbangens-gards-skola/e091f088-8520-4298-93f6-5f498c4d4e2e,Gubbängsgården,,Gubbängens gårds skola
474,Visa/sfi/5fd04a05-852f-4628-aac2-5f88eb29be9a,SFI-skolan / Svenska för invandrare / SFI Centrum / Stockholms invandrarmottagning,se Historik mm !,SFI
475,Visa/lagre-lararinneseminarium/38cf5ce2-3319-446c-9e68-5fdca22bd4f7,,Norrlandsgatan 37,Lägre lärarinneseminarium
476,Visa/arvingeskolan/3e8d8e18-946e-4928-8291-5fefd6b5bb81,Ärvinge skola / Ervinge skola,Köpenhamnsgatan 11,Ärvingeskolan
477,Visa/hedvig-eleonora-ro2--1987-1991/e148dd60-dc9c-4fdd-9e24-5ffdbf15d0a1,,,Hedvig Eleonora ro2  1987-1991
478,Visa/katarina-realskola/f2296f4a-fc5f-4b80-8a69-5fff600221da,Katarina lägre allmänna läroverk / Katarina lägre elementarläroverk / Katarina kyrkskola / Katarina högre apologistskola,Älvsborgsgatan 2,Katarina realskola
479,Visa/skolgrunden/d2f0538c-becf-4fd4-b5c3-60273b9fe8d9,Skolgrunden AB,2015-      Hammarby fabriksväg 61,Skolgrunden
480,Visa/backahagens-skola/63da3bc8-1f2b-4b99-9025-60be9a80c185,(Bäckahagens grundsärskola),Skebokvarnsvägen 55,Bäckahagens skola
481,Visa/pops-academy/10085715-08e6-49e5-9048-6123bc95bba9,,Valhallavägen 117 D,Pops Academy
482,Visa/katarina-forsamlings-skolrad/2ec7a034-92a4-4483-ba1b-618f169a73cd,,,Katarina församlings skolråd
483,Visa/hagaskolan---waldorfskolan-i-nationalstadsparken/19a73600-c855-4f5c-8a1c-619876f65e37,Djurgårdens Waldorfskola,"2006-2008? Roslagsgatan 61, hus D
2009-2015  Gyllenstiernsgatan 10
2015-2018  Tegeluddsvägen 29
2018-      Frösundaviks allé 15",Hagaskolan - Waldorfskolan i Nationalstadsparken
484,Visa/karin-ahlins-skola/4022c1d3-7905-4809-a8e7-61f6dae00fe0,,Fredsgatan 19 1879,Karin Ahlins skola
485,Visa/jensen-grundskola-sodermalm/fe0b22ad-0b0e-4647-bf89-61f8d3a7dd2f,,Katarina bangata 79,Jensen grundskola Södermalm
486,Visa/stockholms-stads-trivialskola/18a13fd1-be0c-43aa-a70c-621c0b6eddf0,Stockholms trivialskola / Stockholms storskola / Stockholms katedralskola / S:t Nikolai skola / Stockholms stadsskola / Stockholms stads storskola / Klosterskolor,se Historik mm !,Stockholms stads trivialskola
487,Visa/tullgardsskolan/1065e277-c6fb-4ab4-a9c3-6229747b94bf,,Tullgårdsgatan 2,Tullgårdsskolan
488,Visa/axeline-bergentz-skola/4ed167b9-0cc1-4dcd-8728-62367f6b1eb8,,Ålandsgatan 2  1879,Axeline bergentz skola
489,Visa/sodermalms-elementarskola/03c67880-0bc7-45ad-b279-624a0c40c464,Södermalms förberedande elementarskola / Mosebackeskolan 1,"1925 anges Mosebacke torg 14
1938 och 1952 anges Mosebacke torg 4",Södermalms elementarskola
490,Visa/rinkebyskolan/3feae336-3de6-4f49-a947-627b5245d1c6,(Rinkebyskolans grundsärskola),Rinkebystråket 13,Rinkebyskolan
491,Visa/kinesiska/d7d2bdab-72e0-4441-80cb-6303f385ba2f,,,Kinesiska
492,Visa/inspectores-scholarum-i-stockholm/892117d5-0dc7-4865-b7b5-632f004c3a9a,,,Inspectores Scholarum i Stockholm
493,Visa/bandhagens-skola/b2e9eeef-4fd2-460e-bb4f-6350b9cad569,(Bandhagens skolas grundsärskola),Trollesundsvägen 66,Bandhagens skola
494,Visa/spanga-odro--1949-1963/059b4649-59e2-407f-a140-635500c69338,,,Spånga öd/ro  1949-1963
495,Visa/kvarnangsskolan/b5b7674d-650f-4184-b495-63a0e52da8f6,,Jenny Linds gata,Kvarnängsskolan
496,Visa/ludvika-obergs-skola/fc702789-ee84-4b52-a5e4-63e3c244eb6c,Fru Ludvika Öbergs skola,"1863-1873 Mäster Samuelsgatan 41 (1868 anges Mäster Samuelsgatan 32)
1879-1883 Smålandsgatan 28",Ludvika Öbergs skola
497,Visa/raoul-wallenbergskolan/9b0f8225-d068-4eb8-a8d5-63f3af5df7d7,,"Hus 12 Beckomberga Park
senare
Beckombergavägen 316",Raoul Wallenbergskolan
498,Visa/hushalls--och-somnadsskolan/4659ea01-22c5-470c-b059-63f5889caeef,Centralskolan för husligt arbete och sömnad / Hushållsskolan / Stockholms stads hushållsskola / Stockholms stads hembiträdesskola / Stockholms stads hushålls- och sömnadsskola,S:t Göransgatan 95,Hushålls- och sömnadsskolan
499,Visa/stockholms-hotell--och-restaurangskola/3524a7ab-6e9f-4a18-9a85-64195d8ad381,(Stockholms hotell- och restaurangskola gymnasiesärskola),Arenavägen 60,Stockholms hotell- och restaurangskola
500,Visa/sveta-gards-skolhems-skola/4c162691-3ab6-4382-840f-6430111ba2e7,Barnhemmet Sveta gårds skola,Söderbärke,Sveta gårds skolhems skola
501,Visa/st-eriks-gymnasium-2-1990-/a14a6100-7962-4e38-b79e-648bdd5be8fd,S:t Eriks vuxengymnasium / (S:t Eriks gymnasiesärskola),Polhemsgatan 35,S:t Eriks gymnasium 2 1990-
502,Visa/akademiska-skolan-i-kista-husby/f214b8c0-d3f3-4536-9162-64b3d58e8737,Akademiska skolan i Kista,"2016- Köpenhamnsgatan 4
2018- Lofotengatan 32-34",Akademiska skolan i Kista-Husby
503,Visa/gymnasium/c9a44cae-12f8-4507-9b8b-64f5fc4a4aca,Gymnasieskola,,Gymnasium
504,Visa/smabarnskolesallskapet-i-stockholm/f76020aa-42da-462a-bb05-650426515db5,,,Småbarnskolesällskapet i Stockholm
505,Visa/solberga-odro--1952-1991/e0b1a2ae-daa3-4a16-be2e-652f42513a3d,,,Solberga öd/ro  1952-1991
506,Visa/tydns-skola-for-gossar/26f43007-4807-4373-a32a-65352409b902,Komminister J. H. Tydéns skola för gossar,Skomakarämbetets hus nr 6,Tydéns skola för gossar
507,Visa/schola-cantorum/27e45ae7-33bb-4a6d-af19-65599fa63c18,,,Schola Cantorum
508,Visa/kungsholms-forsamlings-folkskola/11f8a1bb-8461-469b-9566-657f13357cb4,Lilla Kungsholmen / Kungsholmens småskola,"1873-1946 Hantverkargatan 21 (fd 17)), 
även adress Garvargatan 4 (1847?-)1866-1873, 1946-1958 ?",Kungsholms församlings folkskola
509,Visa/rinkeby-ro--1973-1990/84f5f766-405b-42b0-9c06-65879ff8c026,,,Rinkeby ro  1973-1990
510,Visa/johannes-odro--1955-1959/f023830c-32d2-4eff-8289-6599a48cfc76,,,Johannes öd/ro  1955-1959
511,Visa/bjorksatraskolan/3a33a12d-33c6-490e-9642-65d63bed5927,,"Tankebyggarbacken 31, Björksätravägen 22-54",Björksätraskolan
512,Visa/lugnets-skola/844a112d-b190-4410-b438-65fdef5fc2b5,,"Hammarby fabriksväg 65
2014-    Lugnets allé 66",Lugnets skola
513,Visa/hogalidsskolan-/ec41ce4d-197f-41ea-8b99-661d4233751c,Högalidsskolan Kungl. Svenska balettskolan / Högalids folkskola,Folkskolegatan 13,Högalidsskolan
514,Visa/sjoviksskolan/88782f81-ba8b-4b21-a779-662de8ddb05d,,Ingenjörsvägen 25,Sjöviksskolan
515,Visa/vastboda-ro-1--1959-1960/ba5489eb-4868-4bc0-85aa-662fe6a67e1f,,,Västboda ro 1  1959-1960
516,Visa/somnadsskolan/5c1d0e57-5482-4f36-9df1-6646af50bc87,Stockholms stads sömnadsskola,S:t Göransgatan 95,Sömnadsskolan
517,Visa/styrelsen-for-stockholms-kommunala-mellanskolor/eb4d69d9-b5b1-4957-98b2-667c0f2c88d9,Styrelsen för högre folkskolan för medborgerlig utbildning,,Styrelsen för Stockholms kommunala mellanskolor
518,Visa/tensta-resursskola/113bf83c-2f0d-47c3-b8c4-668054b5b85d,Tensta skoldaghem,Hjulstastråket 15,Tensta resursskola
519,Visa/nya-elementarskolan-i-angby/b7c3afa3-0204-4ce6-84f0-668c9be8fd7f,Ängby läroverk / Samrealskolan i Ängby,"1943-1944 Tranebergsvägen 73 (Alviksskolan)
1944-1947 Riksbyvägen
1947-1948 Abrahamsberg
1948-1950 saknas uppgift i tryckta kataloger (numera Bergslagsvägen 80).",Nya elementarskolan i Ängby
520,Visa/tekniska-realskolan/2f74181d-b508-42cb-bdfe-6697a15b8f68,Stockholms stads tekniska realskola / Stockholms stads tekniska mellanskola / Stockholms stads högre folkskola för teknisk utbildning / Högre folkskolan för teknisk utbildning / Vasa tekniska fackskola och Tekniska realskolan / Tekniska mellanskolan,,Tekniska realskolan
521,Visa/tomteboskolan/13e81fcb-9bef-4b61-ac0b-66a4ce199564,,"1987-1994 Tomtebogatan 33
1995-     Karlbergsvägen 86B",Tomteboskolan
522,Visa/klastorpsskolan/5856de79-26ff-430c-aec5-66b67df50112,,Atterbomsvägen 1,Klastorpsskolan
523,Visa/klara-teoretiska-gymnasium-stockholm-ostra/ca70c0d1-3e7a-455d-9952-66e386172c78,Klara Stockholm östra; Klara östra,Värtavägen 65,Klara teoretiska gymnasium Stockholm östra
524,Visa/spanga-yrkesskolor/b2b3d462-3cac-4a7d-ae0b-66e767fc12a7,"Spånga skolor för yrkesundervisning, delkurserna i Spånga och Hässelby / Yrkesskolavdelningar i Spånga / Spånga yrkesskola",,Spånga yrkesskolor
525,Visa/traningsskolan/051158ee-9aa9-4f53-bb9b-6773f3f8a4f5,,Persikogatan 44-46,Träningsskolan
526,Visa/adolf-fredriks-fattigforsorjningsskola/d1f6540e-5ff1-40a7-bd2a-677eaba73d36,Adolf Fredriks fri- och fattigskola,,Adolf Fredriks fattigförsörjningsskola
527,Visa/engelska-skolan-norr/b11f0025-246c-45a6-929d-679f5156a8dd,English School North,"Valhallavägen 9, Roslagstullsbacken 4",Engelska skolan norr
528,Visa/skolhalsojournaler--elevhalsovardsjournaler--bvc-kort--skolhalsovard/0f21fd81-a46f-496b-b981-6844cc1286c0,,,Skolhälsojournaler / Elevhälsovårdsjournaler / BVC-kort / Skolhälsovård
529,Visa/estniska-skolan/3872b447-65b7-4ec1-99bb-684f75ddd37a,Eesti kool,Svartmangatan 20-22,Estniska skolan
530,Visa/kungssatraskolan/8c40dca2-d738-403d-b92e-687520c883ea,,Kungssätravägen 21-39,Kungssätraskolan
531,Visa/fruangens-vuxengymnasium/998e0f7f-4a12-4206-9755-68b01534e19b,,,Fruängens vuxengymnasium
532,Visa/fridhemsplans-gymnasium--1971-1983/a4610235-7132-45c6-84b9-68d8b66292f5,,S:t Göransgatan 75,Fridhemsplans gymnasium  1971-1983
533,Visa/tekla-flygares-skola/24fd1894-d6cb-4e7a-80f4-68da339a7dad,,se Historik mm !,Tekla Flygares skola
534,Visa/riksby-odro--1944-1968/cc10e776-c7a3-4b01-ac26-6939c8fcc862,,,Riksby öd/ro  1944-1968
535,Visa/sodra-latins-gymnasium/a52fb5b6-c5ce-4016-b82d-69639f106934,Södra Latin / Högre allmänna läroverket för gossar å Södermalm,Skaraborgsgatan 14,Södra Latins gymnasium
536,Visa/skoldaghemmets-skola/6281e251-4b83-41db-97b3-69af30508e96,,,Skoldaghemmets skola
537,Visa/brummerska-skolan/c92b2e6c-afad-4525-9682-69e9612afbde,,"1882-1887 Malmskillnadsgatan 41
1887-1897 Kammakargatan 8 
1897-1939 Johannesgatan 18 (eget skolhus)",Brummerska skolan
538,Visa/st-gorans-vuxengymnasium--1983-1986/fa58705c-81ab-4654-b440-6a0eb088bbec,,,S:t Görans vuxengymnasium  1983-1986
539,Visa/alstens-privatskola/e28bb16a-4399-444f-aee8-6a49b5dd448a,Ålstens privata småskola,"1938 anges Björkrisvägen 6, Ålsten",Ålstens privatskola
540,Visa/k2/103e540e-5a6e-46bd-a7f2-6a55b9af463f,,,K2
541,Visa/stockholms-stads-kommunala-mellanskolor/3d0ae87c-04d8-4b3d-bb2b-6a614973e0f7,,,Stockholms stads kommunala mellanskolor
542,Visa/jensen-gymnasium-norra/dab941ef-b0af-435c-b2dd-6a7d026f4797,,"Kommendörsgatan 19  2003
Tulegatan 44 (Norra)  2004-",Jensen gymnasium Norra
543,Visa/schckska-skolan/b6a15eb6-479b-4445-a046-6a7e2737f0b9,Nya Elementarskolan för flickor,"1865-1872 Drottninggatan 67
senare Barnhusträdgårdsgatan 17",Schückska skolan
544,Visa/hasselbystrands-odro1--1957-1962/0b8600a9-8826-4701-9474-6aad9528a580,,,Hässelbystrands öd/ro1  1957-1962
545,Visa/dalhagsskolan/ed40e250-19af-4c9d-b604-6b00f0316605,,Lofotengatan 34,Dalhagsskolan
546,Visa/futuraskolan-international-school-of-stockholm/973d87c7-13c5-4284-bcab-6b1b30151566,Futuraskolan International School Stockholm / Futuraskolan International School / Futura Stockholm International / Futuraskolan International Elementary School,Erik Dahlbergsgatan 58-62,Futuraskolan International School of Stockholm
547,Visa/inskolningsklasser/8f74889a-4508-4a92-a2b1-6b4ddfcbcbae,,,Inskolningsklasser
548,Visa/hedvig-eleonora-forsamlings-fri--och-fattigskolor/3e853509-3dae-46b0-aa24-6b7597e8979f,,,Hedvig Eleonora församlings fri- och fattigskolor
549,Visa/ostra-reals-gymnasium/55b6b372-cd1d-47ef-9ff6-6bc33e3774cd,Östra Real / Östermalms gymnasium / Högre allmänna läroverket å Östermalm / Högre realläroverket å Östermalm,"1903-1910  Artillerigatan 52 (med filialer på Linnégatan 58 1903-1910, Styrmansgatan 22 1905-1910, Styrmansgatan 24 1906-1910). 
1910(1911)-   Karlavägen 79 (nyuppförd skolbyggnad)",Östra Reals gymnasium
550,Visa/nya-sprakkursen/db5bc45f-0bb1-4cdb-847a-6be3f86ac031,,Mäster Samuelsgatan 19,Nya Språkkursen
551,Visa/alstensskolan/f47f993f-ce66-4d35-bd6b-6c0e409e777a,Ålstens folkskola,Nyängsvägen 72-80,Ålstensskolan
552,Visa/enskede-gards-skola/3d28371a-0239-4cdc-8ddc-6c285873580b,,Godsägarvägen 22 / Odelbergsvägen 41,Enskede gårds skola
553,Visa/fattiggosskolor/ffb67e8e-a83a-4232-8b0c-6cb773b3c97b,,,Fattiggosskolor
554,Visa/baverdalsskolan-/24d7b8dc-e884-4f67-ae81-6cf7957ce069,Bäverdalens skola,Bjursätravägen 61,Bäverdalsskolan
555,Visa/smedshagsskolan/1bf39e32-0aac-476b-ac61-6d282a33e20c,,Smedshagsvägen 3,Smedshagsskolan
556,Visa/fru-elmqvists-skola/eb9394da-ffa3-41ae-b15d-6d32c39c9877,,Zinkensdamm,Fru Elmqvists skola
557,Visa/drakenskolan/3f98f593-fee1-4717-9157-6d6561d3ee27,"Distra resursskola Draken / Distra resursskola väst Draken / Drakenskolan, Distra IRS",Sysslomansgatan 20,Drakenskolan
558,Visa/nybohovsskolan/93f4f627-5270-423b-a50d-6de1a68b9f7d,,Nybohovsbacken 57-59,Nybohovsskolan
559,Visa/maria-vuxengymnasium-1983-1991/369073d1-811a-46ca-b511-6e93b3dedd91,,se Historik mm !,Maria vuxengymnasium 1983-1991
560,Visa/distra-skola-vast/7ae82443-30c3-4420-8764-6eecdd8933d6,,Sysslomansgatan 20,Distra skola väst
561,Visa/agnes-adlofs-skola/7c707ad6-b3a6-4bc8-8da0-6f0ce9ba4084,,Hamngatan 10 1868,Agnes Adlöfs skola
562,Visa/hallstaviks-kommunala-mellanskola/dc5ed731-92a2-4fdb-aa10-6f31d156d9a9,,,Hallstaviks kommunala mellanskola
563,Visa/tbvs-i-stockholms-kvallsgymnasium/2bb60c83-8f38-42e1-a751-6f8aada5497f,,,TBV:s i Stockholms kvällsgymnasium
564,Visa/stockholms-folkskolors-polikliniker-for-talrubbningar/e9145fbf-f968-4c8a-88c9-700321e5d7fb,,,Stockholms folkskolors polikliniker för talrubbningar
565,Visa/vb-skolan/04dd5b55-65d1-4e7b-9b93-701e7af65ef6,(VB gymnasiet),"2014 Vita liljans väg 41-43
2015 Förmansvägen 30",VB Skolan
566,Visa/stockholms-energi--och-fastighetscentrum-skrubba/39d033ac-b383-4afb-80de-705b4594a605,,,Stockholms energi- och fastighetscentrum (Skrubba)
567,Visa/eiraskolan/a7095f88-50ad-4453-88f2-7063ef1145a1,,Parmmätargatan 10,Eiraskolan
568,Visa/gerda-bergmans-privata-klass/bde99ae4-7e34-4540-a070-70a647e8a246,,"1925 anges Drömliden, Äppelviken",Gerda Bergmans privata klass
569,Visa/fri--och-fattigskola/d7d549b9-9d28-42b5-8e08-70e4e4312f69,,,Fri- och fattigskola
570,Visa/sverigefinska-skolan-i-stockholm/0eae3055-58ef-457a-8e21-70fa3a40a700,,Fridhemsgatan 17-19,Sverigefinska skolan i Stockholm
571,Visa/kunskapsskolan-kista/dc3dc949-3180-40ff-bbd6-71080a197f4b,Kunskapsskolan i Kista,"2002-2015 Isafjordsgatan 30C
2015-     Grönlandsgången",Kunskapsskolan Kista
572,Visa/alvestorps-internatskola/49d6564b-96bc-4ee9-ba06-712e2057ad6d,Älvestorps koloniskola,Älvestorp (Grythyttan),Älvestorps internatskola
573,Visa/rorstrands-smabarnsskola/0ead6e8c-ba72-40d4-8245-71405ac1253e,Rörstrands fabriks skola,,Rörstrands småbarnsskola
